algorithm,instance,z_mean,z_std,gap_mean,service_mean,time_mean,n_runs
baseline,small_seed42,552277686.7837336,,3.369528549901049,56.4843758197804,0.017874002456665,1
cbc_exact,small_seed42,571535746.9501077,,0.0,56.17383829599589,0.9728288650512696,1
de,small_seed42,552277686.7837336,,3.369528549901049,56.4843758197804,111.60513639450072,1
ga,small_seed42,552277686.7837336,,3.369528549901049,56.4843758197804,88.89620876312256,1
ga_sa,small_seed42,552277686.7837336,,3.369528549901049,56.4843758197804,64.38340878486633,1
sa,small_seed42,514861522.9600281,,9.916129357176844,54.84201446379766,8.751695156097412,1
