parameter,delta,seed,z_value,gap_percent,service_level,avg_inventory,low_rotation_inventory,elapsed_seconds,n_evaluations,is_feasible,instance_name
prices,-0.1,15,481696519.56327707,12.67469328312171,56.48101833972543,17939.98800711172,571.3854187049747,313.87978625297546,6353,True,medium_seed42_prices_-10%
prices,-0.1,16,481696519.56327707,12.67469328312171,56.48101833972543,17939.98800711172,571.3854187049747,313.73693561553955,5958,True,medium_seed42_prices_-10%
prices,-0.1,17,481696519.56327707,12.67469328312171,56.48101833972543,17939.98800711172,571.3854187049747,392.6708846092224,7091,True,medium_seed42_prices_-10%
prices,-0.1,18,481696519.56327707,12.67469328312171,56.48101833972543,17939.98800711172,571.3854187049747,154.81135749816895,5644,True,medium_seed42_prices_-10%
prices,-0.1,19,481696519.56327707,12.67469328312171,56.48101833972543,17939.98800711172,571.3854187049747,127.72654294967651,5305,True,medium_seed42_prices_-10%
prices,-0.1,20,481696519.56327707,12.67469328312171,56.48101833972543,17939.98800711172,571.3854187049747,185.62324142456055,7175,True,medium_seed42_prices_-10%
prices,-0.1,21,481696519.56327707,12.67469328312171,56.48101833972543,17939.98800711172,571.3854187049747,104.60861349105835,5340,True,medium_seed42_prices_-10%
prices,-0.1,22,481696519.56327707,12.67469328312171,56.48101833972543,17939.98800711172,571.3854187049747,111.7945020198822,5965,True,medium_seed42_prices_-10%
prices,-0.1,23,481696519.56327707,12.67469328312171,56.48101833972543,17939.98800711172,571.3854187049747,116.6978063583374,6314,True,medium_seed42_prices_-10%
prices,-0.1,24,481696519.56327707,12.67469328312171,56.48101833972543,17939.98800711172,571.3854187049747,124.96199250221252,6308,True,medium_seed42_prices_-10%
prices,-0.1,25,481696519.56327707,12.67469328312171,56.48101833972543,17939.98800711172,571.3854187049747,128.2179934978485,5926,True,medium_seed42_prices_-10%
prices,-0.1,26,481696519.56327707,12.67469328312171,56.48101833972543,17939.98800711172,571.3854187049747,100.0888364315033,5767,True,medium_seed42_prices_-10%
prices,-0.1,27,481696519.56327707,12.67469328312171,56.48101833972543,17939.98800711172,571.3854187049747,82.04768657684326,5850,True,medium_seed42_prices_-10%
prices,-0.1,28,481696519.56327707,12.67469328312171,56.48101833972543,17939.98800711172,571.3854187049747,84.39331698417664,5886,True,medium_seed42_prices_-10%
prices,-0.1,29,481696519.56327707,12.67469328312171,56.48101833972543,17939.98800711172,571.3854187049747,65.00231409072876,5646,True,medium_seed42_prices_-10%
