algorithm,instance,profile_elapsed_seconds,profile_total_tt,n_evaluations,best_fitness,decoder_tt,objective_tt,operators_tt,selection_tt,local_search_tt,other_tt,decoder_pct,objective_pct,operators_pct,selection_pct,local_search_pct,other_pct
de,medium_seed42,286.41377305984497,286.3140247999999,10323,551611597.6838298,229.21138020000004,0.5487242,0.5154593000000001,0.0,0.0,56.03846109999999,80.05593870580108,0.19165117754301506,0.18003285042011682,0.0,0.0,19.572377266235826
ga,medium_seed42,221.21594762802124,221.1568391,7948,551611597.6838298,178.8398369,0.4459774,0.30090540000000005,0.0565832,0.0,41.51353619999999,80.86561447875205,0.2016566170030778,0.13605973083379996,0.02558510070512217,0.0,18.771084072705932
ga_sa,medium_seed42,154.76878213882446,154.7186821,5260,551611597.6838298,125.2736514,0.3105583,0.20509739999999999,0.021744100000000002,0.053080100000000005,28.8545508,80.96866499873063,0.20072449932017616,0.13256149626936356,0.014053958904553004,0.034307492333532495,18.64968755444175
sa,medium_seed42,18.949450254440308,18.94341069999999,760,537920676.7897112,15.322523100000002,0.052401800000000005,0.0201027,0.0,0.0,3.5483831,80.88576731327485,0.27662283645679514,0.10611974959715154,0.0,0.0,18.73149010067127
