algorithm,tau,rho,n_cases
ga_sa,9.869293841371748,0.662962962962963,270
ga_sa,9.977455961388477,0.6703703703703704,270
ga_sa,10.085618081405205,0.6814814814814815,270
ga_sa,10.193780201421934,0.7,270
ga_sa,10.301942321438663,0.7037037037037037,270
ga_sa,10.410104441455392,0.7037037037037037,270
ga_sa,10.51826656147212,0.7148148148148148,270
ga_sa,10.626428681488848,0.7185185185185186,270
ga_sa,10.734590801505577,0.7185185185185186,270
ga_sa,10.842752921522306,0.7185185185185186,270
ga_sa,10.950915041539034,0.7185185185185186,270
ga_sa,11.059077161555763,0.7333333333333333,270
ga_sa,11.167239281572492,0.7333333333333333,270
ga_sa,11.275401401589221,0.7407407407407407,270
ga_sa,11.383563521605948,0.7444444444444445,270
ga_sa,11.491725641622677,0.7518518518518519,270
ga_sa,11.599887761639406,0.762962962962963,270
ga_sa,11.708049881656134,0.774074074074074,270
ga_sa,11.816212001672863,0.7814814814814814,270
ga_sa,11.924374121689592,0.7851851851851852,270
ga_sa,12.032536241706321,0.7962962962962963,270
ga_sa,12.140698361723048,0.7962962962962963,270
ga_sa,12.248860481739777,0.8,270
ga_sa,12.357022601756507,0.8111111111111111,270
ga_sa,12.465184721773236,0.8111111111111111,270
ga_sa,12.573346841789963,0.8111111111111111,270
ga_sa,12.681508961806692,0.8222222222222222,270
ga_sa,12.789671081823421,0.8296296296296296,270
ga_sa,12.89783320184015,0.8296296296296296,270
ga_sa,13.005995321856878,0.8296296296296296,270
ga_sa,13.114157441873607,0.837037037037037,270
ga_sa,13.222319561890336,0.8407407407407408,270
ga_sa,13.330481681907065,0.8444444444444444,270
ga_sa,13.438643801923792,0.8481481481481481,270
ga_sa,13.546805921940521,0.8481481481481481,270
ga_sa,13.65496804195725,0.8518518518518519,270
ga_sa,13.76313016197398,0.8518518518518519,270
ga_sa,13.871292281990707,0.8518518518518519,270
ga_sa,13.979454402007436,0.8555555555555555,270
ga_sa,14.087616522024165,0.8555555555555555,270
ga_sa,14.195778642040894,0.8592592592592593,270
ga_sa,14.303940762057621,0.8592592592592593,270
ga_sa,14.41210288207435,0.8592592592592593,270
ga_sa,14.52026500209108,0.8592592592592593,270
ga_sa,14.628427122107809,0.8592592592592593,270
ga_sa,14.736589242124536,0.8592592592592593,270
ga_sa,14.844751362141265,0.8666666666666667,270
ga_sa,14.952913482157994,0.8703703703703703,270
ga_sa,15.061075602174721,0.8703703703703703,270
ga_sa,15.16923772219145,0.8703703703703703,270
ga_sa,15.27739984220818,0.8703703703703703,270
ga_sa,15.385561962224909,0.8740740740740741,270
ga_sa,15.493724082241636,0.8740740740740741,270
ga_sa,15.601886202258365,0.8777777777777778,270
ga_sa,15.710048322275094,0.8777777777777778,270
ga_sa,15.818210442291823,0.8777777777777778,270
ga_sa,15.92637256230855,0.8777777777777778,270
ga_sa,16.03453468232528,0.8814814814814815,270
ga_sa,16.14269680234201,0.8814814814814815,270
ga_sa,16.250858922358738,0.8814814814814815,270
ga_sa,16.359021042375467,0.8814814814814815,270
ga_sa,16.467183162392196,0.8814814814814815,270
ga_sa,16.575345282408925,0.8851851851851852,270
ga_sa,16.683507402425654,0.8851851851851852,270
ga_sa,16.79166952244238,0.8851851851851852,270
ga_sa,16.89983164245911,0.8851851851851852,270
ga_sa,17.007993762475838,0.8888888888888888,270
ga_sa,17.116155882492567,0.8888888888888888,270
ga_sa,17.224318002509296,0.8888888888888888,270
ga_sa,17.332480122526025,0.8888888888888888,270
ga_sa,17.44064224254275,0.8925925925925926,270
ga_sa,17.54880436255948,0.8962962962962963,270
ga_sa,17.65696648257621,0.8962962962962963,270
ga_sa,17.765128602592938,0.8962962962962963,270
ga_sa,17.873290722609667,0.8962962962962963,270
ga_sa,17.981452842626396,0.8962962962962963,270
ga_sa,18.089614962643125,0.9,270
ga_sa,18.197777082659854,0.9037037037037037,270
ga_sa,18.30593920267658,0.9074074074074074,270
ga_sa,18.41410132269331,0.9074074074074074,270
ga_sa,18.522263442710038,0.9074074074074074,270
ga_sa,18.630425562726767,0.9111111111111111,270
ga_sa,18.738587682743496,0.9148148148148149,270
ga_sa,18.846749802760225,0.9148148148148149,270
ga_sa,18.954911922776954,0.9222222222222223,270
ga_sa,19.06307404279368,0.9222222222222223,270
ga_sa,19.17123616281041,0.9259259259259259,270
ga_sa,19.279398282827138,0.9259259259259259,270
ga_sa,19.387560402843867,0.9259259259259259,270
ga_sa,19.495722522860596,0.9259259259259259,270
ga_sa,19.603884642877325,0.9296296296296296,270
ga_sa,19.712046762894055,0.9296296296296296,270
ga_sa,19.820208882910784,0.9296296296296296,270
ga_sa,19.92837100292751,0.9296296296296296,270
ga_sa,20.03653312294424,0.9296296296296296,270
ga_sa,20.144695242960967,0.9296296296296296,270
ga_sa,20.252857362977696,0.9296296296296296,270
ga_sa,20.361019482994426,0.9296296296296296,270
ga_sa,20.469181603011155,0.9296296296296296,270
ga_sa,20.577343723027884,0.9333333333333333,270
ga_sa,20.685505843044613,0.9333333333333333,270
ga_sa,20.79366796306134,0.9333333333333333,270
ga_sa,20.901830083078067,0.937037037037037,270
ga_sa,21.009992203094797,0.937037037037037,270
ga_sa,21.118154323111526,0.937037037037037,270
ga_sa,21.226316443128255,0.937037037037037,270
ga_sa,21.334478563144984,0.937037037037037,270
ga_sa,21.442640683161713,0.937037037037037,270
ga_sa,21.550802803178442,0.937037037037037,270
ga_sa,21.658964923195168,0.937037037037037,270
ga_sa,21.767127043211897,0.937037037037037,270
ga_sa,21.875289163228626,0.937037037037037,270
ga_sa,21.983451283245355,0.937037037037037,270
ga_sa,22.091613403262084,0.937037037037037,270
ga_sa,22.199775523278813,0.937037037037037,270
ga_sa,22.307937643295542,0.9407407407407408,270
ga_sa,22.416099763312268,0.9407407407407408,270
ga_sa,22.524261883328997,0.9444444444444444,270
