algorithm,tau,rho,n_cases
ga_sa,3.37956664036803,0.10740740740740741,270
ga_sa,3.4877287603847584,0.1111111111111111,270
ga_sa,3.595890880401487,0.11851851851851852,270
ga_sa,3.7040530004182157,0.12222222222222222,270
ga_sa,3.8122151204349444,0.1259259259259259,270
ga_sa,3.920377240451673,0.13333333333333333,270
ga_sa,4.028539360468402,0.14074074074074075,270
ga_sa,4.13670148048513,0.14444444444444443,270
ga_sa,4.2448636005018585,0.15925925925925927,270
ga_sa,4.353025720518588,0.15925925925925927,270
ga_sa,4.461187840535317,0.16296296296296298,270
ga_sa,4.569349960552045,0.16666666666666666,270
ga_sa,4.677512080568773,0.16666666666666666,270
ga_sa,4.785674200585502,0.18518518518518517,270
ga_sa,4.893836320602231,0.1962962962962963,270
ga_sa,5.0019984406189595,0.1962962962962963,270
ga_sa,5.110160560635688,0.2037037037037037,270
ga_sa,5.218322680652417,0.2074074074074074,270
ga_sa,5.326484800669145,0.2111111111111111,270
ga_sa,5.434646920685874,0.21481481481481482,270
ga_sa,5.542809040702602,0.2222222222222222,270
ga_sa,5.650971160719331,0.22592592592592592,270
ga_sa,5.75913328073606,0.23703703703703705,270
ga_sa,5.867295400752789,0.24814814814814815,270
ga_sa,5.975457520769517,0.26296296296296295,270
ga_sa,6.083619640786246,0.27037037037037037,270
ga_sa,6.191781760802974,0.2851851851851852,270
ga_sa,6.299943880819703,0.3037037037037037,270
ga_sa,6.4081060008364314,0.3074074074074074,270
ga_sa,6.5162681208531605,0.3333333333333333,270
ga_sa,6.624430240869889,0.35185185185185186,270
ga_sa,6.732592360886618,0.362962962962963,270
ga_sa,6.840754480903346,0.37777777777777777,270
ga_sa,6.948916600920075,0.3962962962962963,270
ga_sa,7.057078720936803,0.4111111111111111,270
ga_sa,7.165240840953532,0.4148148148148148,270
ga_sa,7.273402960970261,0.4222222222222222,270
ga_sa,7.38156508098699,0.43703703703703706,270
ga_sa,7.489727201003718,0.4444444444444444,270
ga_sa,7.597889321020447,0.45185185185185184,270
ga_sa,7.706051441037175,0.45925925925925926,270
ga_sa,7.814213561053904,0.4703703703703704,270
ga_sa,7.9223756810706325,0.4777777777777778,270
ga_sa,8.03053780108736,0.5,270
ga_sa,8.13869992110409,0.5222222222222223,270
ga_sa,8.246862041120817,0.5259259259259259,270
ga_sa,8.355024161137546,0.5333333333333333,270
ga_sa,8.463186281154275,0.5333333333333333,270
ga_sa,8.571348401171004,0.5444444444444444,270
ga_sa,8.679510521187733,0.5518518518518518,270
ga_sa,8.787672641204463,0.5666666666666667,270
ga_sa,8.89583476122119,0.5740740740740741,270
ga_sa,9.003996881237919,0.5777777777777777,270
ga_sa,9.112159001254648,0.5851851851851851,270
ga_sa,9.220321121271375,0.6037037037037037,270
ga_sa,9.328483241288104,0.6111111111111112,270
ga_sa,9.436645361304834,0.6259259259259259,270
ga_sa,9.544807481321563,0.6407407407407407,270
ga_sa,9.65296960133829,0.6444444444444445,270
ga_sa,9.761131721355019,0.6481481481481481,270
