algorithm,instance,seed,z_value,gap_percent,service_level,avg_inventory,low_rotation_inventory,elapsed_seconds,n_evaluations,is_feasible,size,complexity,case_id
ga,small_seed42,7,552277686.7837336,3.369528549901049,56.4843758197804,17821.311832720072,491.17381517409456,54.77793216705322,6904,True,small,1440,small_seed42_s7
ga,small_seed42,8,552277686.7837336,3.369528549901049,56.4843758197804,17821.311832720072,491.17381517409456,65.1199722290039,8829,True,small,1440,small_seed42_s8
ga,small_seed42,9,552277686.7837336,3.369528549901049,56.4843758197804,17821.311832720072,491.17381517409456,65.06538152694702,8265,True,small,1440,small_seed42_s9
ga,small_seed42,10,552277686.7837336,3.369528549901049,56.4843758197804,17821.311832720072,491.17381517409456,77.9133415222168,10825,True,small,1440,small_seed42_s10
ga,small_seed42,11,552277686.7837336,3.369528549901049,56.4843758197804,17821.311832720072,491.17381517409456,70.1546380519867,9392,True,small,1440,small_seed42_s11
ga,small_seed42,12,552277686.7837336,3.369528549901049,56.4843758197804,17821.311832720072,491.17381517409456,71.71941208839417,9230,True,small,1440,small_seed42_s12
ga,small_seed42,13,552277686.7837336,3.369528549901049,56.4843758197804,17821.311832720072,491.17381517409456,73.25190782546997,9558,True,small,1440,small_seed42_s13
ga,small_seed42,14,552277686.7837336,3.369528549901049,56.4843758197804,17821.311832720072,491.17381517409456,56.415772676467896,7705,True,small,1440,small_seed42_s14
ga,small_seed42,15,552277686.7837336,3.369528549901049,56.4843758197804,17821.311832720072,491.17381517409456,56.950255393981934,7948,True,small,1440,small_seed42_s15
ga,small_seed42,16,552277686.7837336,3.369528549901049,56.4843758197804,17821.311832720072,491.17381517409456,63.29123091697693,8903,True,small,1440,small_seed42_s16
ga,small_seed42,17,552277686.7837336,3.369528549901049,56.4843758197804,17821.311832720072,491.17381517409456,58.190743923187256,9235,True,small,1440,small_seed42_s17
ga,small_seed42,18,552277686.7837336,3.369528549901049,56.4843758197804,17821.311832720072,491.17381517409456,73.30404496192932,11397,True,small,1440,small_seed42_s18
ga,small_seed42,19,552277686.7837336,3.369528549901049,56.4843758197804,17821.311832720072,491.17381517409456,58.32978010177612,8265,True,small,1440,small_seed42_s19
ga,small_seed42,20,552277686.7837336,3.369528549901049,56.4843758197804,17821.311832720072,491.17381517409456,70.32373857498169,9229,True,small,1440,small_seed42_s20
ga,small_seed42,21,552277686.7837336,3.369528549901049,56.4843758197804,17821.311832720072,491.17381517409456,64.62778377532959,8183,True,small,1440,small_seed42_s21
ga,small_seed42,22,552277686.7837336,3.369528549901049,56.4843758197804,17821.311832720072,491.17381517409456,52.337159395217896,6738,True,small,1440,small_seed42_s22
ga,small_seed42,23,552277686.7837336,3.369528549901049,56.4843758197804,17821.311832720072,491.17381517409456,58.18089962005615,8186,True,small,1440,small_seed42_s23
ga,small_seed42,24,552277686.7837336,3.369528549901049,56.4843758197804,17821.311832720072,491.17381517409456,68.001544713974,8748,True,small,1440,small_seed42_s24
ga,small_seed42,25,552277686.7837336,3.369528549901049,56.4843758197804,17821.311832720072,491.17381517409456,69.26230025291443,9225,True,small,1440,small_seed42_s25
ga,small_seed42,26,552277686.7837336,3.369528549901049,56.4843758197804,17821.311832720072,491.17381517409456,59.8813042640686,8026,True,small,1440,small_seed42_s26
ga,small_seed42,27,552277686.7837336,3.369528549901049,56.4843758197804,17821.311832720072,491.17381517409456,60.93647718429565,8504,True,small,1440,small_seed42_s27
ga,small_seed42,28,552277686.7837336,3.369528549901049,56.4843758197804,17821.311832720072,491.17381517409456,62.02122259140015,8499,True,small,1440,small_seed42_s28
ga,small_seed42,29,552277686.7837336,3.369528549901049,56.4843758197804,17821.311832720072,491.17381517409456,62.56474685668945,8909,True,small,1440,small_seed42_s29
ga,small_seed42,30,552277686.7837336,3.369528549901049,56.4843758197804,17821.311832720072,491.17381517409456,60.33151412010193,8584,True,small,1440,small_seed42_s30
ga,small_seed123,1,558430771.4228833,3.432795980121438,57.1520122955377,17929.504511549763,0.0,57.64736795425415,7948,True,small,1440,small_seed123_s1
ga,small_seed123,2,558430771.4228833,3.432795980121438,57.1520122955377,17929.504511549763,0.0,57.93584966659546,7949,True,small,1440,small_seed123_s2
ga,small_seed123,3,558430771.4228833,3.432795980121438,57.1520122955377,17929.504511549763,0.0,58.15756034851074,7946,True,small,1440,small_seed123_s3
ga,small_seed123,4,558430771.4228833,3.432795980121438,57.1520122955377,17929.504511549763,0.0,67.99116063117981,9308,True,small,1440,small_seed123_s4
ga,small_seed123,5,558430771.4228833,3.432795980121438,57.1520122955377,17929.504511549763,0.0,73.53468060493469,10114,True,small,1440,small_seed123_s5
ga,small_seed123,6,558430771.4228833,3.432795980121438,57.1520122955377,17929.504511549763,0.0,46.03248071670532,8106,True,small,1440,small_seed123_s6
ga,small_seed123,7,558430771.4228833,3.432795980121438,57.1520122955377,17929.504511549763,0.0,50.56411027908325,7856,True,small,1440,small_seed123_s7
ga,small_seed123,8,558430771.4228833,3.432795980121438,57.1520122955377,17929.504511549763,0.0,57.863322257995605,8671,True,small,1440,small_seed123_s8
ga,small_seed123,9,558430771.4228833,3.432795980121438,57.1520122955377,17929.504511549763,0.0,54.57300639152527,7381,True,small,1440,small_seed123_s9
ga,small_seed123,10,558430771.4228833,3.432795980121438,57.1520122955377,17929.504511549763,0.0,79.55035424232483,9707,True,small,1440,small_seed123_s10
ga,small_seed123,11,558430771.4228833,3.432795980121438,57.1520122955377,17929.504511549763,0.0,61.02279996871948,7778,True,small,1440,small_seed123_s11
ga,small_seed123,12,558430771.4228833,3.432795980121438,57.1520122955377,17929.504511549763,0.0,70.78769779205322,9148,True,small,1440,small_seed123_s12
ga,small_seed123,13,558430771.4228833,3.432795980121438,57.1520122955377,17929.504511549763,0.0,69.52948665618896,8823,True,small,1440,small_seed123_s13
