algorithm,n_evaluations,mean_norm_z,std_norm_z,n_runs
de,893.4842767295597,0.9771918702419029,0.030890487511828577,270
de,962.2138364779875,0.9820244867492818,0.02821175967764173,270
de,1030.9433962264152,0.9850620469798169,0.025025568687739176,270
de,1099.6729559748428,0.9885664209243524,0.02056766174186609,270
de,1168.4025157232704,0.9910337548511231,0.01817029188578099,270
de,1237.132075471698,0.9920770113323812,0.016546062405621786,270
de,1305.861635220126,0.9929664938990815,0.01477058197921603,270
de,1374.5911949685535,0.9938459580917075,0.013216879370273101,270
de,1443.3207547169811,0.9945114315801629,0.011874338896766702,270
de,1512.050314465409,0.9950706814690624,0.010642793823356136,270
de,1580.7798742138366,0.9956720519075039,0.008979445551759712,270
de,1649.5094339622642,0.9962676831723052,0.007811639862842685,270
de,1718.2389937106918,0.996664725707157,0.0071423965459385215,270
de,1786.9685534591194,0.9969380554502995,0.0067182241823785065,270
de,1855.6981132075473,0.9971372518804176,0.006456644518321496,270
de,1924.427672955975,0.9973134325632246,0.006137588802171015,270
de,1993.1572327044025,0.9976041413545945,0.005447934710083872,270
de,2061.8867924528304,0.9978790053973061,0.004633462796140836,270
de,2130.616352201258,0.9981091413008075,0.00419426995900726,270
de,2199.3459119496856,0.9982436286563996,0.003998400000522568,270
de,2268.0754716981132,0.9983377284804698,0.00384462073764563,270
de,2336.805031446541,0.9984323506334946,0.0036719388373902453,270
de,2405.5345911949685,0.998527516149905,0.003528786052929538,270
de,2474.264150943396,0.9986348360074119,0.0033155015487253375,270
de,2542.993710691824,0.9987313207600239,0.0031582437781477006,270
de,2611.723270440252,0.9987837710009495,0.0030869319721808486,270
de,2680.4528301886794,0.9988399013566314,0.002984037273134725,270
de,2749.182389937107,0.9988962860434164,0.0029137594757151076,270
de,2817.9119496855346,0.9989565332961128,0.002807044207380526,270
de,2886.6415094339623,0.9989922463508383,0.002746694281428181,270
de,2955.37106918239,0.9990268408270168,0.002676632917316765,270
de,3024.100628930818,0.9990720387478413,0.002547687968200504,270
de,3092.8301886792456,0.9991269379777268,0.00238858302987706,270
de,3161.559748427673,0.9991761018600065,0.0022546561742775315,270
de,3230.289308176101,0.9992079240801092,0.0022186881876321905,270
de,3299.0188679245284,0.9992278981473499,0.0021815135219712765,270
de,3367.748427672956,0.9992589296541711,0.002105927224765006,270
de,3436.4779874213837,0.9993260498507728,0.0019632660290900463,270
de,3505.2075471698113,0.9993607245634091,0.0019042012968866196,270
de,3573.937106918239,0.999408823637494,0.0017099580274954078,270
de,3642.666666666667,0.9994738492503406,0.0014524526406079045,270
de,3711.3962264150946,0.9995094681147995,0.0013937561660305202,270
de,3780.125786163522,0.9995294534556607,0.0013698849777608263,270
de,3848.85534591195,0.9995504456227642,0.0013520666119202073,270
