algorithm,instance,seed,z_value,gap_percent,service_level,avg_inventory,low_rotation_inventory,elapsed_seconds,n_evaluations,is_feasible,size,complexity,case_id
sa,small_seed42,1,514861522.9600281,,54.84201446379766,16753.084546356567,397.9738151740946,11.99647068977356,788,True,small,1440,small_seed42_s1
